Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte (A);Wahlberechtigte ohne Sperrvermerk (A1);Wahlberechtigte mit Sperrvermerk (A2);Wahlberechtigte nach § 25 Abs 2 BWO (A3);Wählende (B);Wählende mit Wahlschein (B1);Ungültige;Ungültig;Gültige;Gültig;CDU;CDU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;Die PARTEI;Die PARTEI;Tierschutzpartei;Tierschutzpartei;HEIMAT;HEIMAT;PIRATEN;PIRATEN;ÖDP;ÖDP;V-Partei³;V-Partei³;DiB;DiB;BP;BP;Tierschutzallianz;Tierschutzallianz;MLPD;MLPD;Verjüngungsforschung;Verjüngungsforschung;MENSCHLICHE WELT;MENSCHLICHE WELT;DKP;DKP;Die Grauen;Die Grauen;BüSo;BüSo;Die Humanisten;Die Humanisten;Gartenpartei;Gartenpartei;du;du;SGP;SGP;dieBasis;dieBasis;Bündnis C;Bündnis C;BÜRGERBEWEGUNG;BÜRGERBEWEGUNG;III Weg;III Weg;Bündnis21;Bündnis21;LIEBE;LIEBE;LKR;LKR;PdF;PdF;LfK;LfK;SSW;SSW;Team Todenhöfer;Team Todenhöfer;UNABHÄNGIGE;UNABHÄNGIGE;Volt;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;WGr/EB
;;;;;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
220;BY;München-Land;234912;103834;131034;44;199333;126394;1041;723;198292;198610;0;0;34189;34189;10489;10489;28696;28696;4449;4449;36817;36817;64669;64669;7612;7612;1254;1254;2054;2054;54;54;659;659;1332;1332;127;127;0;0;719;719;0;0;29;29;173;173;0;0;32;32;0;0;0;0;196;196;0;0;94;94;0;0;2805;2805;87;87;0;0;51;51;0;0;0;0;44;44;0;0;0;0;0;0;808;808;261;261;910;910;0;0;0;0;0;0;0;0
221;BY;Rosenheim;237390;110521;126869;0;191410;120907;1346;849;190064;190561;0;0;27406;27406;16570;16570;23049;23049;4607;4607;25962;25962;59126;59126;18261;18261;1385;1385;1882;1882;95;95;566;566;1633;1633;213;213;0;0;1737;1737;0;0;17;17;198;198;0;0;29;29;0;0;0;0;162;162;0;0;94;94;0;0;6075;6075;129;129;0;0;77;77;0;0;0;0;27;27;0;0;0;0;0;0;488;488;287;287;486;486;0;0;0;0;0;0;0;0
222;BY;Bad Tölz-Wolfratshausen – Miesbach;166662;72071;94591;0;136106;90443;1765;750;134341;135356;0;0;18276;18276;10835;10835;17048;17048;2908;2908;18138;18138;46304;46304;12531;12531;918;918;1265;1265;67;67;398;398;1076;1076;128;128;0;0;1197;1197;0;0;26;26;129;129;0;0;14;14;0;0;0;0;100;100;0;0;78;78;0;0;2996;2996;49;49;0;0;41;41;0;0;0;0;27;27;0;0;0;0;0;0;323;323;176;176;308;308;0;0;0;0;0;0;0;0
223;BY;Starnberg – Landsberg am Lech;214828;95419;119409;0;180978;114502;1158;714;179820;180264;0;0;28584;28584;11066;11066;23893;23893;4446;4446;32663;32663;57906;57906;9026;9026;1299;1299;1775;1775;81;81;600;600;1293;1293;265;265;0;0;847;847;0;0;12;12;199;199;0;0;24;24;0;0;0;0;128;128;0;0;88;88;0;0;4505;4505;118;118;0;0;36;36;0;0;0;0;42;42;0;0;0;0;0;0;442;442;238;238;688;688;0;0;0;0;0;0;0;0
224;BY;Traunstein;208815;96351;112462;2;163876;107223;1282;817;162594;163059;0;0;25190;25190;14027;14027;15747;15747;3943;3943;19985;19985;51421;51421;21369;21369;1121;1121;1619;1619;101;101;413;413;1417;1417;153;153;0;0;1448;1448;0;0;18;18;149;149;0;0;21;21;0;0;0;0;112;112;0;0;85;85;0;0;3699;3699;135;135;0;0;64;64;0;0;0;0;56;56;0;0;0;0;0;0;243;243;258;258;265;265;0;0;0;0;0;0;0;329
225;BY;Weilheim;168473;72646;95827;0;138039;92117;1444;879;136595;137160;0;0;19927;19927;10873;10873;14311;14311;3124;3124;18397;18397;48178;48178;11462;11462;905;905;1316;1316;67;67;375;375;1737;1737;120;120;0;0;1229;1229;0;0;15;15;136;136;0;0;48;48;0;0;0;0;83;83;0;0;76;76;0;0;3717;3717;85;85;0;0;61;61;0;0;0;0;27;27;0;0;0;0;0;0;296;296;256;256;339;339;0;0;0;0;0;0;0;966
226;BY;Deggendorf;166186;73615;92571;0;127193;88698;691;549;126502;126644;0;0;19873;19873;17911;17911;10778;10778;2301;2301;8516;8516;42154;42154;18206;18206;646;646;1059;1059;88;88;333;333;750;750;156;156;0;0;1516;1516;0;0;12;12;90;90;0;0;7;7;0;0;0;0;63;63;0;0;29;29;0;0;1599;1599;48;48;0;0;67;67;0;0;0;0;17;17;0;0;0;0;0;0;175;175;150;150;100;100;0;0;0;0;0;0;0;0
227;BY;Landshut;246854;116155;130699;0;195589;125118;1639;823;193950;194766;0;0;30931;30931;19973;19973;20204;20204;4186;4186;20087;20087;64383;64383;23747;23747;1060;1060;2257;2257;127;127;559;559;1425;1425;168;168;0;0;1237;1237;0;0;17;17;209;209;0;0;24;24;0;0;0;0;129;129;0;0;95;95;0;0;2737;2737;99;99;0;0;88;88;0;0;0;0;23;23;0;0;0;0;0;0;458;458;253;253;290;290;0;0;0;0;0;0;0;1461
228;BY;Passau;177563;79470;98093;0;136625;93416;1145;573;135480;136052;0;0;23892;23892;16023;16023;12782;12782;3093;3093;12645;12645;44215;44215;16475;16475;673;673;1233;1233;116;116;351;351;1326;1326;83;83;0;0;750;750;0;0;10;10;131;131;0;0;16;16;0;0;0;0;134;134;0;0;53;53;0;0;1485;1485;76;76;0;0;50;50;0;0;0;0;18;18;0;0;0;0;0;0;136;136;148;148;138;138;0;0;0;0;0;0;0;0
229;BY;Rottal-Inn;173632;84022;89610;0;133885;85758;1438;639;132447;133246;0;0;19108;19108;16384;16384;12904;12904;2487;2487;9495;9495;45687;45687;19910;19910;675;675;1228;1228;98;98;300;300;1157;1157;84;84;0;0;1044;1044;0;0;12;12;115;115;0;0;18;18;0;0;0;0;56;56;0;0;49;49;0;0;1764;1764;47;47;0;0;74;74;0;0;0;0;12;12;0;0;0;0;0;0;183;183;199;199;156;156;0;0;0;0;0;0;0;0
230;BY;Straubing;173772;83964;89807;1;132955;85772;877;712;132078;132243;0;0;19938;19938;17402;17402;11603;11603;2468;2468;8964;8964;46742;46742;17869;17869;892;892;1214;1214;160;160;250;250;1271;1271;111;111;0;0;958;958;0;0;6;6;104;104;0;0;15;15;0;0;0;0;70;70;0;0;36;36;0;0;1397;1397;41;41;0;0;97;97;0;0;0;0;25;25;0;0;0;0;0;0;275;275;212;212;123;123;0;0;0;0;0;0;0;586
231;BY;Amberg;216071;105524;110545;2;173297;106067;1300;939;171997;172358;0;0;31547;31547;17958;17958;15067;15067;4095;4095;16191;16191;60430;60430;16332;16332;991;991;1938;1938;166;166;755;755;1298;1298;128;128;0;0;872;872;0;0;20;20;221;221;0;0;31;31;0;0;0;0;121;121;0;0;89;89;0;0;2917;2917;101;101;0;0;98;98;0;0;0;0;26;26;0;0;0;0;0;0;253;253;438;438;275;275;0;0;0;0;0;0;0;2138
232;BY;Regensburg;248192;117112;131080;0;198937;125529;1225;762;197712;198175;0;0;34563;34563;17343;17343;18773;18773;6798;6798;32094;32094;61187;61187;16618;16618;1485;1485;1884;1884;101;101;528;528;1419;1419;189;189;0;0;963;963;0;0;21;21;178;178;0;0;47;47;0;0;0;0;196;196;0;0;82;82;0;0;2526;2526;85;85;0;0;54;54;0;0;0;0;51;51;0;0;0;0;0;0;335;335;243;243;412;412;0;0;0;0;0;0;0;384
233;BY;Schwandorf;222424;102290;120134;0;174957;115406;1202;812;173755;174145;0;0;31209;31209;23508;23508;12650;12650;3394;3394;11179;11179;59430;59430;25114;25114;782;782;1494;1494;161;161;368;368;1034;1034;165;165;0;0;877;877;0;0;10;10;174;174;0;0;13;13;0;0;0;0;98;98;0;0;77;77;0;0;1538;1538;91;91;0;0;101;101;0;0;0;0;83;83;0;0;0;0;0;0;161;161;253;253;181;181;0;0;0;0;0;0;0;0
234;BY;Weiden;165807;73176;92631;0;132247;88740;823;891;131424;131356;0;0;29461;29461;14898;14898;9601;9601;2830;2830;9170;9170;46451;46451;12067;12067;651;651;1249;1249;128;128;345;345;612;612;94;94;0;0;719;719;0;0;6;6;151;151;0;0;13;13;0;0;0;0;87;87;0;0;65;65;0;0;1574;1574;70;70;0;0;64;64;0;0;0;0;14;14;0;0;0;0;0;0;192;192;696;696;148;148;0;0;0;0;0;0;0;10107
235;BY;Bamberg;182586;83229;99355;2;148660;95401;865;592;147795;148068;0;0;25698;25698;14284;14284;14336;14336;4676;4676;21898;21898;49463;49463;9184;9184;1111;1111;1499;1499;127;127;514;514;742;742;149;149;0;0;381;381;0;0;50;50;211;211;0;0;17;17;0;0;0;0;173;173;0;0;70;70;0;0;2093;2093;105;105;0;0;108;108;0;0;0;0;23;23;0;0;0;0;0;0;319;319;262;262;575;575;0;0;0;0;0;0;0;114
236;BY;Bayreuth;162430;76280;86150;0;129136;82586;806;606;128330;128530;0;0;26584;26584;11636;11636;12020;12020;3294;3294;15647;15647;43768;43768;8857;8857;988;988;1306;1306;101;101;368;368;516;516;120;120;0;0;269;269;0;0;13;13;166;166;0;0;18;18;0;0;0;0;131;131;0;0;71;71;0;0;1642;1642;142;142;0;0;82;82;0;0;0;0;19;19;0;0;0;0;0;0;241;241;210;210;321;321;0;0;0;0;0;0;0;0
237;BY;Coburg;156571;84742;71829;0;123864;68996;921;704;122943;123160;0;0;31087;31087;12836;12836;10683;10683;3118;3118;11459;11459;39343;39343;7524;7524;1144;1144;1509;1509;139;139;343;343;673;673;80;80;0;0;188;188;0;0;43;43;167;167;0;0;7;7;0;0;0;0;122;122;0;0;52;52;0;0;1869;1869;109;109;0;0;65;65;0;0;0;0;20;20;0;0;0;0;0;0;256;256;162;162;162;162;0;0;0;0;0;0;0;0
238;BY;Hof;162872;87265;75607;0;125334;72701;879;775;124455;124559;0;0;30426;30426;14560;14560;10552;10552;3004;3004;9628;9628;41308;41308;7955;7955;1268;1268;1780;1780;172;172;374;374;318;318;80;80;0;0;295;295;0;0;16;16;164;164;0;0;15;15;0;0;0;0;106;106;0;0;63;63;0;0;1339;1339;255;255;0;0;109;109;0;0;0;0;30;30;0;0;0;0;0;0;399;399;228;228;115;115;0;0;0;0;0;0;0;99
239;BY;Kulmbach;168923;78095;90827;1;137178;87550;781;671;136397;136507;0;0;27009;27009;15774;15774;11399;11399;2982;2982;11966;11966;49389;49389;10420;10420;1199;1199;1548;1548;185;185;429;429;605;605;92;92;0;0;446;446;0;0;27;27;203;203;0;0;16;16;0;0;0;0;82;82;0;0;73;73;0;0;1718;1718;126;126;0;0;124;124;0;0;0;0;32;32;0;0;0;0;0;0;214;214;242;242;207;207;0;0;0;0;0;0;0;0
240;BY;Ansbach;243174;123652;119521;1;192508;114696;1514;1022;190994;191486;0;0;37642;37642;19142;19142;16213;16213;4904;4904;22325;22325;63299;63299;14738;14738;1312;1312;2218;2218;359;359;1048;1048;1518;1518;197;197;0;0;523;523;0;0;24;24;261;261;0;0;42;42;0;0;0;0;145;145;0;0;101;101;0;0;4052;4052;279;279;0;0;98;98;0;0;0;0;22;22;0;0;0;0;0;0;408;408;367;367;249;249;0;0;0;0;0;0;0;0
241;BY;Erlangen;187299;92772;94527;0;155377;90903;946;669;154431;154708;0;0;30146;30146;10872;10872;16062;16062;5817;5817;31222;31222;44664;44664;7081;7081;1210;1210;1370;1370;102;102;676;676;1077;1077;175;175;0;0;202;202;0;0;31;31;153;153;0;0;14;14;0;0;0;0;220;220;0;0;70;70;0;0;2084;2084;120;120;0;0;61;61;0;0;0;0;19;19;0;0;0;0;0;0;496;496;235;235;529;529;0;0;0;0;0;0;0;586
242;BY;Fürth;250730;135695;115022;13;197939;110081;1438;996;196501;196943;0;0;42329;42329;17692;17692;18765;18765;6946;6946;29778;29778;58976;58976;9669;9669;1661;1661;2463;2463;180;180;826;826;1002;1002;215;215;0;0;443;443;0;0;43;43;238;238;0;0;62;62;0;0;0;0;291;291;0;0;100;100;0;0;3369;3369;208;208;0;0;129;129;0;0;0;0;27;27;0;0;0;0;0;0;711;711;356;356;464;464;0;0;0;0;0;0;0;0
243;BY;Nürnberg-Nord;188283;96849;91434;0;145212;86292;1006;726;144206;144486;0;0;30232;30232;8887;8887;14692;14692;8627;8627;34055;34055;34349;34349;3621;3621;1462;1462;1662;1662;78;78;784;784;830;830;192;192;0;0;125;125;0;0;56;56;165;165;0;0;88;88;0;0;0;0;217;217;0;0;119;119;0;0;2310;2310;118;118;0;0;39;39;0;0;0;0;31;31;0;0;0;0;0;0;887;887;204;204;656;656;0;0;0;0;0;0;0;199
244;BY;Nürnberg-Süd;177316;101054;76262;0;129560;71250;1137;847;128423;128713;0;0;29195;29195;12901;12901;11495;11495;4893;4893;17687;17687;38663;38663;4433;4433;1018;1018;1846;1846;153;153;741;741;710;710;137;137;0;0;185;185;0;0;35;35;189;189;0;0;48;48;0;0;0;0;139;139;0;0;80;80;0;0;2279;2279;127;127;0;0;77;77;0;0;0;0;29;29;0;0;0;0;0;0;1066;1066;234;234;353;353;0;0;0;0;0;0;0;0
245;BY;Roth;229279;108073;121204;2;189675;116534;1392;945;188283;188730;0;0;38786;38786;16043;16043;16974;16974;4950;4950;26197;26197;60980;60980;12601;12601;1322;1322;2401;2401;151;151;1056;1056;866;866;176;176;0;0;376;376;0;0;19;19;264;264;0;0;21;21;0;0;0;0;131;131;0;0;90;90;0;0;3696;3696;191;191;0;0;103;103;0;0;0;0;63;63;0;0;0;0;0;0;541;541;356;356;376;376;0;0;0;0;0;0;0;431
246;BY;Aschaffenburg;182652;91815;90837;0;146772;87465;1234;1052;145538;145720;0;0;30232;30232;13716;13716;16199;16199;4068;4068;20642;20642;45739;45739;5718;5718;1138;1138;1917;1917;110;110;551;551;805;805;151;151;0;0;413;413;0;0;61;61;210;210;0;0;35;35;0;0;0;0;139;139;0;0;120;120;0;0;2112;2112;74;74;0;0;80;80;0;0;0;0;151;151;0;0;0;0;0;0;608;608;361;361;370;370;0;0;0;0;0;0;0;351
247;BY;Bad Kissingen;214061;95162;118893;6;174164;114302;1624;1059;172540;173105;0;0;30540;30540;18434;18434;15211;15211;4820;4820;15874;15874;65063;65063;12639;12639;1416;1416;1862;1862;204;204;558;558;777;777;162;162;0;0;476;476;0;0;20;20;263;263;0;0;25;25;0;0;0;0;113;113;0;0;109;109;0;0;3355;3355;143;143;0;0;149;149;0;0;0;0;32;32;0;0;0;0;0;0;206;206;418;418;236;236;0;0;0;0;0;0;0;371
248;BY;Main-Spessart;194408;85973;108435;0;158133;104411;1348;1066;156785;157067;0;0;32771;32771;13918;13918;14151;14151;3685;3685;17806;17806;54097;54097;10496;10496;1157;1157;2042;2042;135;135;487;487;772;772;184;184;0;0;379;379;0;0;31;31;240;240;0;0;24;24;0;0;0;0;98;98;0;0;122;122;0;0;2895;2895;129;129;0;0;116;116;0;0;0;0;96;96;0;0;0;0;0;0;528;528;386;386;322;322;0;0;0;0;0;0;0;0
249;BY;Schweinfurt;196710;95707;101002;1;157357;96867;1554;1005;155803;156352;0;0;30482;30482;15687;15687;15039;15039;4928;4928;17085;17085;54441;54441;9119;9119;1137;1137;1817;1817;155;155;574;574;657;657;183;183;0;0;523;523;0;0;52;52;191;191;0;0;19;19;0;0;0;0;123;123;0;0;106;106;0;0;2470;2470;115;115;0;0;92;92;0;0;0;0;35;35;0;0;0;0;0;0;510;510;503;503;309;309;0;0;0;0;0;0;0;0
250;BY;Würzburg;224907;92860;132046;1;185659;126854;2155;957;183504;184702;0;0;37079;37079;12220;12220;19230;19230;7027;7027;35634;35634;55957;55957;6871;6871;1431;1431;2091;2091;115;115;665;665;1098;1098;216;216;0;0;279;279;0;0;27;27;233;233;0;0;39;39;0;0;0;0;307;307;0;0;133;133;0;0;2310;2310;125;125;0;0;64;64;0;0;0;0;41;41;0;0;0;0;0;0;433;433;401;401;676;676;0;0;0;0;0;0;0;1884
251;BY;Augsburg-Stadt;187164;108207;78950;7;137597;75163;912;776;136685;136821;0;0;26332;26332;12120;12120;15265;15265;6532;6532;27142;27142;33772;33772;5329;5329;1574;1574;1441;1441;77;77;516;516;856;856;445;445;0;0;408;408;0;0;92;92;158;158;0;0;30;30;0;0;0;0;162;162;0;0;86;86;0;0;2795;2795;102;102;0;0;52;52;0;0;0;0;34;34;0;0;0;0;0;0;712;712;227;227;562;562;0;0;0;0;0;0;0;735
252;BY;Augsburg-Land;231978;116695;115283;0;189816;110783;1492;996;188324;188820;0;0;31693;31693;18010;18010;20767;20767;4042;4042;24561;24561;62299;62299;14931;14931;1235;1235;2043;2043;134;134;559;559;1281;1281;383;383;0;0;856;856;0;0;48;48;220;220;0;0;22;22;0;0;0;0;144;144;0;0;90;90;0;0;3849;3849;177;177;0;0;74;74;0;0;0;0;41;41;0;0;0;0;0;0;562;562;413;413;386;386;0;0;0;0;0;0;0;199
253;BY;Donau-Ries;192451;92054;100397;0;154277;96475;1077;805;153200;153472;0;0;25344;25344;16872;16872;15325;15325;2804;2804;14619;14619;54006;54006;14651;14651;876;876;1463;1463;174;174;612;612;859;859;243;243;0;0;632;632;0;0;14;14;183;183;0;0;20;20;0;0;0;0;78;78;0;0;68;68;0;0;3356;3356;118;118;0;0;94;94;0;0;0;0;105;105;0;0;0;0;0;0;262;262;493;493;201;201;0;0;0;0;0;0;0;0
254;BY;Neu-Ulm;214619;116154;98465;0;166513;94585;1321;1009;165192;165504;0;0;29232;29232;19350;19350;19447;19447;4041;4041;18880;18880;51592;51592;11112;11112;1117;1117;2466;2466;250;250;857;857;965;965;174;174;0;0;592;592;0;0;20;20;230;230;0;0;30;30;0;0;0;0;152;152;0;0;75;75;0;0;2778;2778;198;198;0;0;92;92;0;0;0;0;39;39;0;0;0;0;0;0;880;880;434;434;501;501;0;0;0;0;0;0;0;408
255;BY;Memmingen – Unterallgäu;158711;81306;77405;0;126025;74281;1007;637;125018;125388;0;0;18633;18633;14492;14492;14106;14106;2787;2787;13216;13216;40140;40140;12124;12124;796;796;1386;1386;160;160;422;422;1457;1457;147;147;0;0;538;538;0;0;11;11;150;150;0;0;13;13;0;0;0;0;113;113;0;0;78;78;0;0;3419;3419;234;234;0;0;75;75;0;0;0;0;26;26;0;0;0;0;0;0;344;344;303;303;218;218;0;0;0;0;0;0;0;50
256;BY;Oberallgäu;228803;111740;117063;0;181755;111723;1617;1014;180138;180741;0;0;29910;29910;14350;14350;20953;20953;5043;5043;27393;27393;55017;55017;14970;14970;1371;1371;1959;1959;94;94;515;515;1253;1253;306;306;0;0;519;519;0;0;15;15;184;184;0;0;30;30;0;0;0;0;136;136;0;0;104;104;0;0;5209;5209;186;186;0;0;76;76;0;0;0;0;30;30;0;0;0;0;0;0;476;476;285;285;357;357;0;0;0;0;0;0;0;444
257;BY;Ostallgäu;160260;82171;78089;0;128337;74863;975;643;127362;127694;0;0;19969;19969;11732;11732;13533;13533;3194;3194;16147;16147;41319;41319;11624;11624;984;984;1365;1365;104;104;533;533;933;933;225;225;0;0;791;791;0;0;17;17;130;130;0;0;34;34;0;0;0;0;95;95;0;0;76;76;0;0;3706;3706;185;185;0;0;64;64;0;0;0;0;19;19;0;0;0;0;0;0;444;444;252;252;219;219;0;0;0;0;0;0;0;5
909;BY;Land;9517664;4537450;4980081;133;7608980;4770313;55864;37667;7553116;7571313;0;0;1361242;1361242;679915;679915;798591;798591;210838;210838;1067830;1067830;2402827;2402827;566880;566880;53876;53876;80911;80911;5743;5743;25865;25865;51124;51124;8331;8331;0;0;32790;32790;0;0;1251;1251;8524;8524;0;0;1288;1288;0;0;0;0;6689;6689;0;0;4200;4200;0;0;131988;131988;5574;5574;0;0;3544;3544;0;0;0;0;1806;1806;0;0;0;0;0;0;24629;24629;13623;13623;21434;21434;0;0;0;0;0;0;0;24116
258;BW;Stuttgart I;191811;93023;98762;26;157514;95393;832;676;156682;156838;31536;31536;31003;31003;6591;6591;26036;26036;8127;8127;44559;44559;0;0;1088;1088;1315;1315;1271;1271;32;32;594;594;344;344;0;0;158;158;0;0;0;0;88;88;69;69;0;0;46;46;0;0;0;0;207;207;0;0;0;0;0;0;1821;1821;169;169;127;127;0;0;22;22;0;0;19;19;0;0;0;0;0;0;706;706;0;0;910;910;0;0;0;0;0;0;0;26
259;BW;Stuttgart II;178958;105012;73943;3;133588;70811;1124;892;132464;132696;28403;28403;30198;30198;9541;9541;20273;20273;6739;6739;28221;28221;0;0;1206;1206;1216;1216;1368;1368;64;64;571;571;293;293;0;0;119;119;0;0;0;0;142;142;97;97;0;0;58;58;0;0;0;0;163;163;0;0;0;0;0;0;1589;1589;153;153;193;193;0;0;35;35;0;0;19;19;0;0;0;0;0;0;1446;1446;0;0;589;589;0;0;0;0;0;0;0;373
260;BW;Böblingen;245553;141713;103835;5;195335;99736;1541;1221;193794;194114;50675;50675;39955;39955;16810;16810;35082;35082;5141;5141;32594;32594;0;0;3306;3306;1447;1447;1767;1767;150;150;691;691;442;442;0;0;197;197;0;0;0;0;97;97;183;183;0;0;34;34;0;0;0;0;197;197;0;0;0;0;0;0;2593;2593;471;471;246;246;0;0;67;67;0;0;48;48;0;0;0;0;0;0;1267;1267;0;0;654;654;0;0;0;0;0;0;0;929
261;BW;Esslingen;166628;95423;71205;0;131888;68288;868;767;131020;131121;33175;33175;29852;29852;9733;9733;20901;20901;4063;4063;23902;23902;0;0;1969;1969;1113;1113;1457;1457;82;82;395;395;329;329;0;0;91;91;0;0;0;0;95;95;161;161;0;0;21;21;0;0;0;0;186;186;0;0;0;0;0;0;1928;1928;185;185;120;120;0;0;25;25;0;0;29;29;0;0;0;0;0;0;943;943;0;0;366;366;0;0;0;0;0;0;0;0
262;BW;Nürtingen;205967;116882;89085;0;165777;85642;1302;1207;164475;164570;42826;42826;33995;33995;14327;14327;28807;28807;4357;4357;27702;27702;0;0;2704;2704;1442;1442;1898;1898;122;122;576;576;384;384;0;0;250;250;0;0;0;0;55;55;182;182;0;0;32;32;0;0;0;0;139;139;0;0;0;0;0;0;2773;2773;467;467;209;209;0;0;63;63;0;0;45;45;0;0;0;0;0;0;890;890;0;0;325;325;0;0;0;0;0;0;0;0
263;BW;Göppingen;177107;108578;68529;0;135606;65852;1599;1183;134007;134423;35079;35079;31422;31422;15412;15412;21723;21723;3338;3338;16916;16916;0;0;2525;2525;1176;1176;1660;1660;150;150;504;504;293;293;0;0;122;122;0;0;0;0;59;59;161;161;0;0;16;16;0;0;0;0;85;85;0;0;0;0;0;0;2340;2340;158;158;177;177;0;0;55;55;0;0;31;31;0;0;0;0;0;0;685;685;0;0;336;336;0;0;0;0;0;0;0;0
264;BW;Waiblingen;221775;132277;89495;3;175841;85597;1434;1092;174407;174749;44987;44987;37753;37753;15474;15474;30999;30999;5001;5001;27098;27098;0;0;2452;2452;1495;1495;1958;1958;121;121;902;902;473;473;0;0;187;187;0;0;0;0;77;77;178;178;0;0;39;39;0;0;0;0;166;166;0;0;0;0;0;0;3477;3477;402;402;201;201;0;0;43;43;0;0;44;44;0;0;0;0;0;0;768;768;0;0;454;454;0;0;0;0;0;0;0;0
265;BW;Ludwigsburg;215312;124160;91151;1;171843;87447;1300;1001;170543;170842;42297;42297;37284;37284;14313;14313;27611;27611;5275;5275;31433;31433;0;0;2765;2765;1462;1462;1743;1743;120;120;615;615;554;554;0;0;149;149;0;0;0;0;82;82;136;136;0;0;30;30;0;0;0;0;183;183;0;0;0;0;0;0;2514;2514;293;293;241;241;0;0;51;51;0;0;45;45;0;0;0;0;0;0;1120;1120;0;0;526;526;0;0;0;0;0;0;0;515
266;BW;Neckar-Zaber;230738;133021;97712;5;186673;93997;1622;1237;185051;185436;46315;46315;41369;41369;18702;18702;30783;30783;4851;4851;29048;29048;0;0;3248;3248;1719;1719;2054;2054;220;220;619;619;592;592;0;0;250;250;0;0;0;0;30;30;223;223;0;0;21;21;0;0;0;0;174;174;0;0;0;0;0;0;3078;3078;384;384;283;283;0;0;57;57;0;0;46;46;0;0;0;0;0;0;809;809;0;0;561;561;0;0;0;0;0;0;0;310
267;BW;Heilbronn;240951;155522;85423;6;182804;81704;1863;1749;180941;181055;43325;43325;40961;40961;23828;23828;29386;29386;5137;5137;23476;23476;0;0;3278;3278;2041;2041;2076;2076;314;314;606;606;527;527;0;0;140;140;0;0;0;0;106;106;250;250;0;0;28;28;0;0;0;0;272;272;0;0;0;0;0;0;2857;2857;437;437;217;217;0;0;73;73;0;0;46;46;0;0;0;0;0;0;1145;1145;0;0;529;529;0;0;0;0;0;0;0;0
268;BW;Schwäbisch Hall – Hohenlohe;225874;151607;74267;0;172687;71067;1561;1457;171126;171230;41947;41947;37272;37272;21787;21787;27850;27850;4980;4980;22734;22734;0;0;2941;2941;1672;1672;1977;1977;332;332;608;608;716;716;0;0;107;107;0;0;0;0;67;67;242;242;0;0;25;25;0;0;0;0;144;144;0;0;0;0;0;0;4005;4005;650;650;201;201;0;0;61;61;0;0;40;40;0;0;0;0;0;0;419;419;0;0;453;453;0;0;0;0;0;0;0;0
269;BW;Backnang – Schwäbisch Gmünd;177062;109194;67868;0;136436;64836;1435;1012;135001;135424;34991;34991;29341;29341;15979;15979;21397;21397;3927;3927;18579;18579;0;0;2026;2026;1485;1485;1646;1646;188;188;576;576;338;338;0;0;91;91;0;0;0;0;70;70;178;178;0;0;15;15;0;0;0;0;124;124;0;0;0;0;0;0;3114;3114;370;370;168;168;0;0;42;42;0;0;31;31;0;0;0;0;0;0;477;477;0;0;271;271;0;0;0;0;0;0;0;0
270;BW;Aalen – Heidenheim;220686;136408;84278;0;168655;80428;1722;1410;166933;167245;45852;45852;39468;39468;17937;17937;24562;24562;4538;4538;21226;21226;0;0;3610;3610;1469;1469;1770;1770;226;226;556;556;439;439;0;0;138;138;0;0;0;0;87;87;210;210;0;0;56;56;0;0;0;0;141;141;0;0;0;0;0;0;3375;3375;274;274;170;170;0;0;43;43;0;0;37;37;0;0;0;0;0;0;644;644;0;0;417;417;0;0;0;0;0;0;0;0
