Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte (A);Wahlberechtigte ohne Sperrvermerk (A1);Wahlberechtigte mit Sperrvermerk (A2);Wahlberechtigte nach § 25 Abs 2 BWO (A3);Wählende (B);Wählende mit Wahlschein (B1);Ungültige;Ungültig;Gültige;Gültig;CDU;CDU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;Die PARTEI;Die PARTEI;Tierschutzpartei;Tierschutzpartei;HEIMAT;HEIMAT;PIRATEN;PIRATEN;ÖDP;ÖDP;V-Partei³;V-Partei³;DiB;DiB;BP;BP;Tierschutzallianz;Tierschutzallianz;MLPD;MLPD;Verjüngungsforschung;Verjüngungsforschung;MENSCHLICHE WELT;MENSCHLICHE WELT;DKP;DKP;Die Grauen;Die Grauen;BüSo;BüSo;Die Humanisten;Die Humanisten;Gartenpartei;Gartenpartei;du;du;SGP;SGP;dieBasis;dieBasis;Bündnis C;Bündnis C;BÜRGERBEWEGUNG;BÜRGERBEWEGUNG;III Weg;III Weg;Bündnis21;Bündnis21;LIEBE;LIEBE;LKR;LKR;PdF;PdF;LfK;LfK;SSW;SSW;Team Todenhöfer;Team Todenhöfer;UNABHÄNGIGE;UNABHÄNGIGE;Volt;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;WGr/EB
;;;;;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
915;ST;Land;1789775;1352940;436833;2;1214761;416928;14583;12821;1200178;1201940;252286;252286;305085;305085;235492;235492;114024;114024;115330;115330;78701;78701;0;0;22509;22509;9763;9763;14483;14483;3002;3002;4067;4067;846;846;0;0;0;0;0;0;13672;13672;1042;1042;0;0;0;0;0;0;0;0;0;0;1415;1415;7611;7611;1302;1302;0;0;19213;19213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2097;2097;0;0;0;0;0;0;0;6088
74;BE;Berlin-Mitte;207010;134737;72273;0;140655;66424;2061;1856;138594;138799;16526;16526;28881;28881;7810;7810;11040;11040;19610;19610;42486;42486;0;0;746;746;2271;2271;2473;2473;78;78;579;579;203;203;111;111;0;0;0;0;0;0;88;88;209;209;0;0;196;196;811;811;36;36;333;333;0;0;245;245;42;42;0;0;0;0;0;0;0;0;0;0;0;0;63;63;0;0;0;0;0;0;2746;2746;0;0;1216;1216;0;0;0;0;0;0;0;218
75;BE;Berlin-Pankow;233069;159933;73136;0;135593;65614;1459;1251;134134;134342;22455;22455;20245;20245;19426;19426;4932;4932;19157;19157;34836;34836;0;0;1087;1087;2947;2947;3866;3866;86;86;622;622;241;241;93;93;0;0;0;0;0;0;50;50;290;290;0;0;330;330;1355;1355;44;44;260;260;0;0;263;263;46;46;0;0;0;0;0;0;0;0;0;0;0;0;195;195;0;0;0;0;0;0;533;533;0;0;983;983;0;0;0;0;0;0;0;0
76;BE;Berlin-Reinickendorf;175195;117868;57327;0;114070;52002;2361;2118;111709;111952;29580;29580;25740;25740;12731;12731;10331;10331;5067;5067;17477;17477;0;0;1569;1569;1329;1329;3276;3276;96;96;348;348;146;146;78;78;0;0;0;0;0;0;22;22;232;232;0;0;58;58;1817;1817;21;21;179;179;0;0;105;105;22;22;0;0;0;0;0;0;0;0;0;0;0;0;67;67;0;0;0;0;0;0;1216;1216;0;0;445;445;0;0;0;0;0;0;0;0
77;BE;Berlin-Spandau – Charlottenburg Nord;179896;120748;59148;0;122863;53611;3048;2908;119815;119955;26158;26158;32853;32853;12780;12780;11798;11798;6074;6074;17193;17193;0;0;1077;1077;1882;1882;4228;4228;115;115;480;480;232;232;89;89;0;0;0;0;0;0;48;48;365;365;0;0;59;59;1569;1569;52;52;217;217;0;0;168;168;30;30;0;0;0;0;0;0;0;0;0;0;0;0;91;91;0;0;0;0;0;0;1849;1849;0;0;548;548;0;0;0;0;0;0;0;185
78;BE;Berlin-Steglitz-Zehlendorf;217506;119304;98202;0;171803;90966;2261;2223;169542;169580;39905;39905;40677;40677;10036;10036;20813;20813;8076;8076;38460;38460;0;0;1335;1335;1669;1669;3326;3326;55;55;556;556;288;288;115;115;0;0;0;0;0;0;13;13;328;328;0;0;55;55;1177;1177;48;48;262;262;0;0;164;164;28;28;0;0;0;0;0;0;0;0;0;0;0;0;95;95;0;0;0;0;0;0;1010;1010;0;0;1089;1089;0;0;0;0;0;0;0;0
79;BE;Berlin-Charlottenburg-Wilmersdorf;195586;121541;74045;0;133235;67668;1419;1436;131816;131799;29035;29035;28894;28894;7950;7950;13934;13934;8638;8638;35201;35201;0;0;788;788;1476;1476;2101;2101;35;35;398;398;157;157;62;62;0;0;0;0;0;0;20;20;105;105;0;0;79;79;623;623;35;35;243;243;0;0;123;123;17;17;0;0;0;0;0;0;0;0;0;0;0;0;71;71;0;0;0;0;0;0;893;893;0;0;921;921;0;0;0;0;0;0;0;122
80;BE;Berlin-Tempelhof-Schöneberg;231477;136349;95128;0;172069;87571;2613;2731;169456;169338;31751;31751;41215;41215;10921;10921;15633;15633;12706;12706;42791;42791;0;0;1449;1449;2009;2009;3736;3736;84;84;644;644;310;310;126;126;0;0;0;0;0;0;41;41;325;325;0;0;117;117;1377;1377;66;66;233;233;0;0;226;226;36;36;0;0;0;0;0;0;0;0;0;0;0;0;98;98;0;0;0;0;0;0;2350;2350;0;0;1094;1094;0;0;0;0;0;0;0;0
81;BE;Berlin-Neukölln;196593;126836;69757;0;134004;63148;2926;2480;131078;131524;22400;22400;31498;31498;10089;10089;9325;9325;15616;15616;29474;29474;0;0;961;961;1973;1973;3226;3226;98;98;451;451;169;169;77;77;0;0;0;0;0;0;87;87;275;275;0;0;120;120;1135;1135;61;61;197;197;0;0;264;264;34;34;0;0;0;0;0;0;0;0;0;0;0;0;115;115;0;0;0;0;0;0;3234;3234;0;0;645;645;0;0;251;0;0;0;0;444
82;BE;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;218824;139014;79810;0;151276;73293;1644;1507;149632;149769;11990;11990;26326;26326;7379;7379;7834;7834;27862;27862;55147;55147;0;0;650;650;3672;3672;2754;2754;43;43;670;670;201;201;118;118;0;0;0;0;0;0;99;99;198;198;0;0;262;262;739;739;36;36;337;337;0;0;348;348;42;42;0;0;0;0;0;0;0;0;0;0;0;0;47;47;0;0;0;0;0;0;1801;1801;0;0;1214;1214;0;192;0;0;0;0;0;444
83;BE;Berlin-Treptow-Köpenick;206999;127612;79387;0;156625;72603;2450;2754;154175;153871;20562;20562;35690;35690;19322;19322;12190;12190;24609;24609;24686;24686;0;0;2133;2133;2957;2957;4799;4799;378;378;596;596;314;314;123;123;0;0;0;0;0;0;92;92;549;549;0;0;264;264;2137;2137;90;90;351;351;0;0;218;218;34;34;0;0;0;0;0;0;0;0;0;0;0;0;269;269;0;0;0;0;0;0;726;726;0;0;782;782;0;0;0;0;0;0;0;0
84;BE;Berlin-Marzahn-Hellersdorf;198002;133735;64267;0;133719;59002;2658;2870;131061;130849;21887;21887;29991;29991;22665;22665;9372;9372;20755;20755;11207;11207;0;0;1301;1301;2108;2108;4990;4990;404;404;531;531;140;140;87;87;0;0;0;0;0;0;84;84;709;709;0;0;298;298;2434;2434;97;97;284;284;0;0;178;178;48;48;0;0;0;0;0;0;0;0;0;0;0;0;164;164;0;0;0;0;0;0;509;509;0;0;606;606;0;0;0;0;0;0;0;0
85;BE;Berlin-Lichtenberg;200461;131034;69427;0;143826;63892;2719;2659;141107;141167;16891;16891;32403;32403;17916;17916;9796;9796;25840;25840;21777;21777;0;0;1857;1857;2906;2906;4823;4823;294;294;705;705;212;212;99;99;0;0;0;0;0;0;106;106;712;712;0;0;349;349;2130;2130;79;79;339;339;0;0;210;210;49;49;0;0;0;0;0;0;0;0;0;0;0;0;126;126;0;0;0;0;0;0;620;620;0;0;928;928;0;0;0;0;0;0;0;0
911;BE;Land;2460618;1568711;891907;0;1709738;815794;27619;26793;1682119;1682945;289140;289140;374413;374413;159025;159025;136998;136998;194010;194010;370735;370735;0;0;14953;14953;27199;27199;43598;43598;1766;1766;6580;6580;2613;2613;1178;1178;0;0;0;0;0;0;750;750;4297;4297;0;0;2187;2187;17304;17304;665;665;3235;3235;0;0;2512;2512;428;428;0;0;0;0;0;0;0;0;0;0;0;0;1401;1401;0;0;0;0;0;0;17487;17487;0;0;10471;10471;0;192;251;0;0;0;0;1413
86;NW;Aachen I;176306;99057;77249;0;140020;74413;1107;727;138913;139293;31772;31772;30588;30588;5427;5427;15032;15032;7453;7453;40421;40421;0;0;531;531;1632;1632;1151;1151;44;44;542;542;224;224;104;104;0;0;0;0;0;0;30;30;72;72;0;0;42;42;0;0;0;0;268;268;0;0;70;70;22;22;1342;1342;53;53;0;0;0;0;0;0;88;88;25;25;33;33;67;67;0;0;871;871;0;0;1389;1389;0;0;0;0;0;0;0;532
87;NW;Aachen II;226420;142266;84152;2;170670;80250;1883;1583;168787;169087;49838;49838;53408;53408;12409;12409;17892;17892;5259;5259;19918;19918;0;0;1131;1131;1584;1584;2525;2525;189;189;613;613;187;187;86;86;0;0;0;0;0;0;23;23;188;188;0;0;21;21;0;0;0;0;113;113;0;0;75;75;17;17;1587;1587;43;43;0;0;0;0;0;0;264;264;18;18;52;52;164;164;0;0;1012;1012;0;0;471;471;0;0;0;0;0;0;0;0
88;NW;Heinsberg;192346;128073;64271;2;145368;61096;1649;1397;143719;143971;46466;46466;38822;38822;11359;11359;16023;16023;4529;4529;16858;16858;0;0;1375;1375;1929;1929;2334;2334;209;209;532;532;87;87;109;109;0;0;0;0;0;0;18;18;210;210;0;0;10;10;0;0;0;0;75;75;0;0;70;70;14;14;1602;1602;53;53;0;0;0;0;0;0;235;235;30;30;47;47;155;155;0;0;438;438;0;0;382;382;0;0;0;0;0;0;0;0
89;NW;Düren;199656;119704;79952;0;153645;76085;1707;1516;151938;152129;46217;46217;44058;44058;13171;13171;17104;17104;4570;4570;16951;16951;0;0;1296;1296;1387;1387;2465;2465;179;179;730;730;88;88;84;84;0;0;0;0;0;0;12;12;222;222;0;0;32;32;0;0;0;0;87;87;0;0;90;90;10;10;1545;1545;162;162;0;0;0;0;0;0;260;260;34;34;54;54;166;166;0;0;641;641;0;0;514;514;0;0;0;0;0;0;0;0
90;NW;Rhein-Erft-Kreis I;249035;144784;104251;0;194862;99318;1909;1461;192953;193401;55068;55068;54714;54714;13417;13417;24227;24227;5682;5682;27566;27566;0;0;1439;1439;1446;1446;2767;2767;167;167;1237;1237;100;100;99;99;0;0;0;0;0;0;27;27;215;215;0;0;32;32;0;0;0;0;147;147;0;0;93;93;20;20;1762;1762;65;65;0;0;0;0;0;0;471;471;52;52;70;70;183;183;0;0;1627;1627;0;0;708;708;0;0;0;0;0;0;0;0
91;NW;Euskirchen – Rhein-Erft-Kreis II;249198;147877;101321;0;192814;96642;2031;1540;190783;191274;58081;58081;50949;50949;14894;14894;23314;23314;5730;5730;26161;26161;0;0;1628;1628;1631;1631;2828;2828;150;150;825;825;133;133;132;132;0;0;0;0;0;0;22;22;271;271;0;0;23;23;0;0;0;0;138;138;0;0;87;87;19;19;2187;2187;95;95;0;0;0;0;0;0;290;290;52;52;72;72;238;238;0;0;740;740;0;0;584;584;0;0;0;0;0;0;0;0
92;NW;Köln I;190630;106394;84236;0;140901;80459;1097;821;139804;140080;27695;27695;36933;36933;8363;8363;15040;15040;8267;8267;33501;33501;0;0;753;753;1607;1607;1704;1704;76;76;548;548;88;88;109;109;0;0;0;0;0;0;64;64;127;127;0;0;43;43;0;0;0;0;152;152;0;0;116;116;15;15;1327;1327;72;72;0;0;0;0;0;0;173;173;27;27;67;67;105;105;0;0;1768;1768;0;0;1340;1340;0;0;0;0;0;0;0;261
93;NW;Köln II;242483;109910;132573;0;204955;127990;972;622;203983;204333;41834;41834;43193;43193;5891;5891;26470;26470;10399;10399;65240;65240;0;0;792;792;1898;1898;1646;1646;53;53;558;558;159;159;165;165;0;0;0;0;0;0;31;31;127;127;0;0;36;36;0;0;0;0;182;182;0;0;104;104;12;12;1773;1773;83;83;0;0;0;0;0;0;110;110;39;39;64;64;102;102;0;0;1049;1049;0;0;2323;2323;0;0;0;0;0;0;0;0
94;NW;Köln III;204539;111018;93521;0;155242;89656;1107;840;154135;154402;27485;27485;39901;39901;7876;7876;13845;13845;9903;9903;44407;44407;0;0;684;684;1784;1784;1846;1846;73;73;466;466;121;121;119;119;0;0;0;0;0;0;72;72;139;139;0;0;43;43;0;0;0;0;135;135;0;0;140;140;11;11;1605;1605;52;52;0;0;0;0;0;0;142;142;35;35;48;48;109;109;0;0;1937;1937;0;0;1424;1424;0;0;0;0;0;0;0;259
95;NW;Bonn;230215;127581;102634;0;185557;97000;1447;1113;184110;184444;41551;41551;41641;41641;7750;7750;21902;21902;10026;10026;50174;50174;0;0;897;897;1661;1661;1371;1371;51;51;611;611;162;162;130;130;0;0;0;0;0;0;57;57;113;113;0;0;47;47;0;0;0;0;196;196;0;0;68;68;12;12;1823;1823;106;106;0;0;0;0;0;0;118;118;75;75;53;53;77;77;0;0;1817;1817;0;0;1955;1955;0;0;0;0;0;0;0;0
96;NW;Rhein-Sieg-Kreis I;238627;141889;96738;0;188217;92533;1751;1393;186466;186824;51474;51474;49529;49529;13604;13604;23122;23122;6353;6353;29305;29305;0;0;1392;1392;2067;2067;3021;3021;164;164;804;804;156;156;134;134;0;0;0;0;0;0;19;19;223;223;0;0;19;19;0;0;0;0;153;153;0;0;87;87;23;23;2583;2583;220;220;0;0;0;0;0;0;278;278;46;46;52;52;154;154;0;0;921;921;0;0;921;921;602;0;0;0;0;0;0;0
97;NW;Rhein-Sieg-Kreis II;216063;121492;94571;0;176637;90938;1317;1216;175320;175421;51795;51795;41753;41753;10551;10551;23435;23435;5687;5687;31027;31027;0;0;1303;1303;1530;1530;2215;2215;112;112;599;599;166;166;128;128;0;0;0;0;0;0;20;20;196;196;0;0;11;11;0;0;0;0;135;135;0;0;59;59;10;10;2111;2111;169;169;0;0;0;0;0;0;223;223;78;78;61;61;170;170;0;0;855;855;0;0;1022;1022;484;0;0;0;0;0;0;0
98;NW;Oberbergischer Kreis;206640;136553;70087;0;160146;66598;1639;1472;158507;158674;44018;44018;42413;42413;15211;15211;19796;19796;5153;5153;19959;19959;0;0;1434;1434;1622;1622;2426;2426;153;153;652;652;183;183;89;89;0;0;0;0;0;0;25;25;221;221;0;0;15;15;0;0;0;0;104;104;0;0;78;78;18;18;2809;2809;699;699;0;0;0;0;0;0;236;236;34;34;110;110;178;178;0;0;635;635;0;0;403;403;0;0;0;0;0;0;0;0
99;NW;Rheinisch-Bergischer Kreis;217193;118245;98948;0;176933;95022;1349;1037;175584;175896;48224;48224;44429;44429;10051;10051;24373;24373;5222;5222;32285;32285;0;0;1697;1697;1419;1419;2199;2199;100;100;554;554;115;115;119;119;0;0;0;0;0;0;27;27;208;208;0;0;22;22;0;0;0;0;127;127;0;0;76;76;9;9;2247;2247;132;132;0;0;0;0;0;0;223;223;34;34;41;41;157;157;0;0;662;662;0;0;1144;1144;0;0;0;0;0;0;0;0
100;NW;Leverkusen – Köln IV;209102;128510;80592;0;154163;77060;1403;1163;152760;153000;33246;33246;44586;44586;10966;10966;15931;15931;7318;7318;29329;29329;0;0;918;918;2076;2076;2081;2081;123;123;664;664;112;112;139;139;0;0;0;0;0;0;96;96;216;216;0;0;36;36;0;0;0;0;124;124;0;0;98;98;24;24;1715;1715;100;100;0;0;0;0;0;0;195;195;36;36;57;57;149;149;0;0;1669;1669;0;0;996;996;0;0;0;0;0;0;0;412
101;NW;Wuppertal I;202528;138309;64219;0;146699;60508;1741;1300;144958;145399;30527;30527;42421;42421;12090;12090;15970;15970;8055;8055;25388;25388;0;0;964;964;1674;1674;2159;2159;167;167;533;533;97;97;126;126;0;0;0;0;0;0;122;122;152;152;0;0;58;58;0;0;0;0;123;123;0;0;78;78;30;30;1733;1733;115;115;0;0;0;0;0;0;167;167;27;27;49;49;129;129;0;0;1713;1713;0;0;732;732;0;0;0;0;0;0;0;0
102;NW;Solingen – Remscheid – Wuppertal II;220204;143165;77038;1;163495;72933;1526;1277;161969;162218;39413;39413;48196;48196;12506;12506;20256;20256;6076;6076;24296;24296;0;0;1086;1086;2044;2044;2521;2521;143;143;624;624;99;99;118;118;0;0;0;0;0;0;80;80;194;194;0;0;17;17;0;0;0;0;174;174;0;0;56;56;13;13;1913;1913;83;83;0;0;0;0;0;0;260;260;30;30;70;70;168;168;0;0;1312;1312;0;0;470;470;0;0;0;0;0;0;0;1070
103;NW;Mettmann I;203030;118521;84509;0;159457;80783;1561;1149;157896;158308;43354;43354;42385;42385;10658;10658;21083;21083;4956;4956;25430;25430;0;0;1117;1117;1474;1474;2260;2260;130;130;652;652;104;104;119;119;0;0;0;0;0;0;22;22;208;208;0;0;21;21;0;0;0;0;94;94;0;0;72;72;14;14;1632;1632;98;98;0;0;0;0;0;0;215;215;46;46;77;77;195;195;0;0;1321;1321;0;0;571;571;0;0;0;0;0;0;0;1657
104;NW;Mettmann II;160175;98165;62010;0;123769;59283;1172;877;122597;122892;33254;33254;34409;34409;9104;9104;16235;16235;3887;3887;18112;18112;0;0;759;759;1293;1293;1656;1656;109;109;613;613;79;79;82;82;0;0;0;0;0;0;59;59;183;183;0;0;12;12;0;0;0;0;85;85;0;0;58;58;15;15;1210;1210;154;154;0;0;0;0;0;0;138;138;37;37;34;34;152;152;0;0;851;851;0;0;312;312;0;0;0;0;0;0;0;181
105;NW;Düsseldorf I;220827;120241;100581;5;175110;95481;1162;807;173948;174303;44892;44892;38195;38195;7495;7495;27743;27743;6741;6741;39452;39452;0;0;851;851;1561;1561;1635;1635;84;84;516;516;110;110;145;145;0;0;0;0;0;0;49;49;143;143;0;0;45;45;0;0;0;0;165;165;0;0;89;89;12;12;1535;1535;42;42;0;0;0;0;0;0;139;139;42;42;52;52;147;147;0;0;1315;1315;0;0;1108;1108;0;0;0;0;0;0;0;423
106;NW;Düsseldorf II;190102;114750;75347;5;142287;71299;1153;855;141134;141432;31639;31639;35671;35671;8503;8503;17335;17335;6931;6931;31524;31524;0;0;859;859;1572;1572;1831;1831;81;81;517;517;90;90;129;129;0;0;0;0;0;0;66;66;147;147;0;0;62;62;0;0;0;0;141;141;0;0;77;77;16;16;1280;1280;49;49;0;0;0;0;0;0;143;143;28;28;55;55;139;139;0;0;1674;1674;0;0;873;873;0;0;0;0;0;0;0;0
107;NW;Neuss I;213250;126552;86697;1;162167;83218;1605;1201;160562;160966;48166;48166;43760;43760;11298;11298;20333;20333;4771;4771;21951;21951;0;0;861;861;1774;1774;2367;2367;132;132;607;607;108;108;149;149;0;0;0;0;0;0;29;29;231;231;0;0;44;44;0;0;0;0;125;125;0;0;72;72;25;25;1748;1748;61;61;0;0;0;0;0;0;234;234;31;31;50;50;166;166;0;0;1393;1393;0;0;480;480;0;0;0;0;0;0;0;120
108;NW;Mönchengladbach;185185;126924;58261;0;129646;54753;1707;1241;127939;128405;36555;36555;34877;34877;9641;9641;15459;15459;4927;4927;18166;18166;0;0;850;850;1562;1562;2013;2013;190;190;467;467;111;111;122;122;0;0;0;0;0;0;24;24;166;166;0;0;86;86;0;0;0;0;109;109;0;0;74;74;12;12;1343;1343;33;33;0;0;0;0;0;0;211;211;22;22;49;49;119;119;0;0;907;907;0;0;310;310;0;0;0;0;0;0;0;0
109;NW;Krefeld I – Neuss II;200048;122885;77163;0;155726;73936;1520;1132;154206;154594;45635;45635;39407;39407;9342;9342;22069;22069;4680;4680;24014;24014;0;0;981;981;1610;1610;2111;2111;108;108;580;580;117;117;119;119;0;0;0;0;0;0;44;44;155;155;0;0;45;45;0;0;0;0;103;103;0;0;65;65;16;16;1528;1528;94;94;0;0;0;0;0;0;201;201;33;33;36;36;147;147;0;0;975;975;0;0;379;379;0;0;0;0;0;0;0;0
110;NW;Viersen;227166;139576;87590;0;175085;83942;1740;1333;173345;173752;52896;52896;46375;46375;10357;10357;22281;22281;5203;5203;25673;25673;0;0;1327;1327;2140;2140;2618;2618;140;140;632;632;183;183;120;120;0;0;0;0;0;0;31;31;197;197;0;0;22;22;0;0;0;0;133;133;0;0;82;82;12;12;1808;1808;93;93;0;0;0;0;0;0;228;228;33;33;54;54;155;155;0;0;582;582;0;0;377;377;0;0;0;0;0;0;0;0
111;NW;Kleve;225463;139921;85539;3;171093;82188;1628;1326;169465;169767;54793;54793;47837;47837;9632;9632;19542;19542;4728;4728;23587;23587;0;0;1488;1488;1438;1438;2386;2386;150;150;605;605;115;115;107;107;0;0;0;0;0;0;28;28;224;224;0;0;17;17;0;0;0;0;121;121;0;0;77;77;15;15;1628;1628;60;60;0;0;0;0;0;0;241;241;28;28;60;60;167;167;0;0;297;297;0;0;396;396;0;0;0;0;0;0;0;0
112;NW;Wesel I;206270;129067;77203;0;160625;74261;1460;1128;159165;159497;42544;42544;53277;53277;10994;10994;17302;17302;5103;5103;20629;20629;0;0;966;966;2079;2079;2468;2468;134;134;515;515;92;92;81;81;0;0;0;0;0;0;65;65;205;205;0;0;19;19;0;0;0;0;84;84;0;0;73;73;16;16;1444;1444;92;92;0;0;0;0;0;0;226;226;37;37;52;52;162;162;0;0;629;629;0;0;209;209;0;0;0;0;0;0;0;0
113;NW;Krefeld II – Wesel II;175852;113109;62742;1;131664;60104;1378;1048;130286;130616;32316;32316;41476;41476;9189;9189;14899;14899;4703;4703;19539;19539;0;0;818;818;1507;1507;1915;1915;103;103;506;506;70;70;89;89;0;0;0;0;0;0;78;78;143;143;0;0;27;27;0;0;0;0;113;113;0;0;71;71;16;16;1362;1362;88;88;0;0;0;0;0;0;189;189;38;38;41;41;119;119;0;0;969;969;0;0;232;232;0;0;0;0;0;0;0;0
114;NW;Duisburg I;163394;103120;60274;0;118600;56873;1320;1006;117280;117594;23166;23166;41308;41308;9802;9802;10593;10593;5580;5580;17912;17912;0;0;780;780;1482;1482;2135;2135;149;149;487;487;79;79;112;112;0;0;0;0;0;0;148;148;156;156;0;0;46;46;0;0;0;0;128;128;0;0;79;79;22;22;1081;1081;75;75;0;0;0;0;0;0;158;158;28;28;35;35;142;142;0;0;1603;1603;0;0;308;308;0;0;0;0;0;0;0;732
115;NW;Duisburg II;155265;111403;43862;0;98339;40860;1530;1173;96809;97166;18168;18168;35842;35842;11834;11834;7913;7913;4508;4508;10287;10287;0;0;674;674;1235;1235;2022;2022;236;236;379;379;56;56;90;90;0;0;0;0;0;0;172;172;164;164;0;0;41;41;0;0;0;0;81;81;0;0;63;63;15;15;755;755;73;73;0;0;0;0;0;0;186;186;26;26;38;38;128;128;0;0;1980;1980;0;0;200;200;0;0;0;0;0;0;0;444
116;NW;Oberhausen – Wesel III;199156;127722;71434;0;145232;68555;1478;1216;143754;144016;30770;30770;53034;53034;13099;13099;13573;13573;5613;5613;17945;17945;0;0;847;847;2199;2199;2473;2473;182;182;515;515;100;100;154;154;0;0;0;0;0;0;71;71;201;201;0;0;28;28;0;0;0;0;87;87;0;0;54;54;20;20;1064;1064;74;74;0;0;0;0;0;0;209;209;22;22;45;45;167;167;0;0;1113;1113;0;0;357;357;0;0;0;0;0;0;0;0
117;NW;Mülheim – Essen I;182895;118259;64636;0;139658;61654;1503;1069;138155;138589;32698;32698;46084;46084;11135;11135;15188;15188;4494;4494;20232;20232;0;0;677;677;1613;1613;2126;2126;125;125;450;450;81;81;88;88;0;0;0;0;0;0;72;72;186;186;0;0;58;58;0;0;0;0;98;98;0;0;56;56;21;21;1224;1224;87;87;0;0;0;0;0;0;184;184;40;40;34;34;120;120;0;0;1080;1080;0;0;338;338;0;0;0;0;0;0;0;2243
118;NW;Essen II;156298;111541;44757;0;105472;42699;1274;1063;104198;104409;21039;21039;35363;35363;11521;11521;9531;9531;4525;4525;13971;13971;0;0;639;639;1421;1421;1924;1924;132;132;349;349;57;57;74;74;0;0;0;0;0;0;142;142;155;155;0;0;94;94;0;0;0;0;95;95;0;0;60;60;16;16;840;840;64;64;0;0;0;0;0;0;190;190;32;32;35;35;122;122;0;0;1718;1718;0;0;300;300;0;0;0;0;0;0;0;0
119;NW;Essen III;190335;113121;77214;0;152860;73940;1013;797;151847;152063;37053;37053;42629;42629;8398;8398;17995;17995;6117;6117;30764;30764;0;0;845;845;1718;1718;2005;2005;90;90;443;443;89;89;116;116;0;0;0;0;0;0;64;64;129;129;0;0;90;90;0;0;0;0;137;137;0;0;61;61;15;15;1521;1521;78;78;0;0;0;0;0;0;151;151;60;60;40;40;99;99;0;0;852;852;0;0;504;504;0;0;0;0;0;0;0;0
120;NW;Recklinghausen I;165193;101371;63822;0;121640;60644;1121;903;120519;120737;27988;27988;42552;42552;10927;10927;11989;11989;4239;4239;15180;15180;0;0;594;594;1526;1526;1961;1961;152;152;473;473;60;60;80;80;0;0;0;0;0;0;87;87;164;164;0;0;40;40;0;0;0;0;72;72;0;0;62;62;16;16;966;966;69;69;0;0;0;0;0;0;170;170;33;33;42;42;140;140;0;0;913;913;0;0;242;242;0;0;0;0;0;0;0;0
121;NW;Recklinghausen II;186413;115589;70824;0;137841;67011;1467;1103;136374;136738;33610;33610;48563;48563;12522;12522;13571;13571;4084;4084;15627;15627;0;0;634;634;1555;1555;2368;2368;170;170;548;548;72;72;91;91;0;0;0;0;0;0;81;81;217;217;0;0;29;29;0;0;0;0;79;79;0;0;56;56;10;10;1093;1093;62;62;0;0;0;0;0;0;207;207;32;32;44;44;117;117;0;0;1094;1094;0;0;202;202;0;0;0;0;0;0;0;0
122;NW;Gelsenkirchen;168496;120141;48355;0;112317;46039;1233;1033;111084;111284;22091;22091;41326;41326;14204;14204;9721;9721;3853;3853;11170;11170;0;0;723;723;1245;1245;2572;2572;181;181;394;394;51;51;70;70;0;0;0;0;0;0;222;222;176;176;0;0;28;28;0;0;0;0;69;69;0;0;51;51;13;13;775;775;55;55;0;0;0;0;0;0;184;184;21;21;22;22;128;128;0;0;1753;1753;0;0;186;186;0;0;0;0;0;0;0;319
